date,message
2021-05-27 16:51:29+00:00,"🔰 افزایش تعداد #کیف‌های حاوی ۱۰۰ تا ۱۰۰۰ #بیت_کوین بعد از خرید بزرگ #تسلا

♻️ بنا بر گزارش‌ها، تعداد بیت کوین‌هایی که #نهنگ‌ها در اختیار دارند حدود ۱۴ درصد افزایش یافته است. داده‌های گلسنود نشان می‌دهد ۱۹.۵ میلیارد دلار بیت کوین به کیف‌هایی با حداقل ۱۰۰ و حداکثر ۱۰۰۰ واحد بیت کوین افزوده شده است. این افزایش بعد از آن رخ داد که تسلا سرمایه‌گذاری ۱.۵ میلیاردی خود را در بیت کوین اعلام کرد. این در حالی است شمار کیف‌های حاوی ۱۰۰۰ تا ۱۰,۰۰۰ بیت کوین دچار کاهش تدریجی شده‌اند. نتایج بیانگر آن است که نهنگ‌های بزرگ‌تر بعد از اطلاعیه تسلا به فروش ذخایر خود پرداخته‌اند تا جایی که بیت کوین‌های آنها به ۱۰۰ تا ۱۰۰۰ واحد رسیده است.

🚨 @NEWS_FUNDA"
2021-05-27 16:44:00+00:00,"🔰 وکیل SEC# به دنبال کناره گیری از پرونده #ریپل

♻️ دوگان بلیز ، وکیل کمیسیون بورس و اوراق بهادار ایالات متحده از دادگاه خواسته است تا به وی اجازه خروج از پرونده این نهاد علیه شرکت ریپل را اعطا کند. این وکیل می‌گوید که پس از ۱۰ سال همکاری با کمیسیون بورس و اوراق بهادار، قرار است این نهاد را ترک کند. پس از جدایی دوگان تیم وکلای SEC کماکان پرونده ریپل را پیش خواهند برد و مسئولیت این تیم نیز بر عهده پریتی کریشنامورتی خواهد بود.

🚨 @NEWS_FUNDA"
2021-05-27 16:37:50+00:00,"🔰 نیک کارتر، هم‌بنیانگذار شرکت سرمایه‌گذاری کسل آیلند ونچرز (Castle Island Ventures)، معتقد است؛

♻️ #ایلان_ماسک شخص مناسبی برای رهبری حرکت « #بیت_کوین_پاک » نیست. به گفته کارتر، #بیت_کوینرها هنوز به شدت نسبت به ماسک تردید دارند و او را مناسب این سمت نمی‌دانند.

🚨 @NEWS_FUNDA"
2021-05-27 16:24:34+00:00,"🔰 برد گارلینگهاوس، مدیر عامل شرکت #ریپل، در مصاحبه اخیر خود ادعا کرد؛

♻️ برخلاف #بیت_کوین و #اتریوم ، تورم #ارز_دیجیتال XRP# صفر است؛ چون تمام توکن‌ های آن از قبل ایجاد شده‌اند.


🚨 @NEWS_FUNDA"
2021-05-27 16:04:27+00:00,"🚨 تگزاس تبدیل به کشور #بیت_کوین شد.


🚨 @NEWS_FUNDA"
2021-05-27 15:55:21+00:00,"✍ #مایکل_سایلور :

دانش #بیت_کوین به عنوان ابزاری برای تقویت اقتصادی در سراسر #آفریقا در حال گسترش است.


🚨 @NEWS_FUNDA"
2021-05-27 15:33:06+00:00,"🔰 کارل ایکان: می‌خواهم ۱٫۵ میلیارد دلار در #ارزهای_دیجیتال سرمایه‌گذاری کنم!

♻️ کارل ایکان (Carl Icahn)، کارآفرین، #سرمایه‌گذار و خیرخواه آمریکایی که پیش‌ از این به عنوان یکی از مخالفان #ارزهای دیجیتال شناخته می‌شد، در مصاحبه جدید خود با بلومبرگ اعلام کرد که قصد دارد حدود ۱٫۵ میلیارد دلار در #رمزارزها سرمایه‌گذاری کند.

♻️ ایکان یکی از سرشناس‌ترین چهره‌های دنیای سرمایه‌گذاری و مشاور سابق دولت ترامپ است که مجله فوربز (Forbes) ارزش خالص دارایی‌های او را ۱۵٫۶ میلیارد دلار تخمین می‌زند.

🚨 @NEWS_FUNDA"
2021-05-27 14:29:59+00:00,"🔰 گنسلر: برای نظارت بر #ارزهای_دیجیتال دچار کمبود منابع مالی هستیم!

♻️ گری گنسلر، رئیس کمیسیون #بورس و اوراق بهادار ایالات متحده در کنگره آمریکا با تاکید بر اینکه این نهاد مشتاق به همکاری با مجلس نمایندگان برای تنظیم و نظارت بازار ارزهای دیجیتال است تا با جبران خلاهای موجود بتوان از سرمایه گذاران خرد در این بازار حفاظت کرد. او همچنین بر ضرورت ایجاد قوانینی مشابه قوانین موجود در بازار #سهام برای حفاظت از سرمایه‌گذاری خرد تاکید کرد.

🚨 @NEWS_FUNDA"
2021-05-27 14:09:02+00:00,"🔰 #نبراسکا قانونی را امضا کرد که به بانک های دولتی اجازه می دهد #رمزارز داشته باشند.


🚨 @NEWS_FUNDA"
2021-05-27 13:43:31+00:00,"🔰 #تحلیلگر بلومبرگ: ارزش بازار #اتریوم می‌تواند از #بیت_کوین پیشی بگیرد.

♻️ مایک مک‌گلون، متخصص حوزه کالا در بلومبرگ، اخیرا در توییتر عنوان کرده است که اتریوم این پتانسیل را دارد که از نظر ارزش بازار بیت کوین را پشت سر بگذارد. وی همچنین بیان کرده است که همانطور که بیت کوین به عنوان ذخیره ارزش جدید جایگزین #طلا می‌شود، اتریوم نیز درحال سبقت گرفتن از فناوری مالی سنتی است.

🚨 @NEWS_FUNDA"
2021-05-27 12:16:15+00:00,"🔰شرکت #اپل در اعلامیه‌ی کاریابی خود به دنبال استخدام فردی با تجربه در زمینه‌ی #ارزهای_دیجیتال می‌باشد.

🚨 @NEWS_FUNDA"
2021-05-27 09:48:21+00:00,"🔰 مایکل وندی پوپ:

♻️ آیا #بیت_کوین و #آلت_کوین ها آماده ادامه فعالیت در این سیکل رو به بالا هستند؟
من فکر می کنم بله.

🚨 @NEWS_FUNDA"
2021-05-23 21:13:33+00:00,
